Node Operator,Total Network Penetration,direct,Stealth Pool,Ledger Live,Lido,Swell,Fireblocks,Enzyme,Coinbase,Rocketpool,StakeHound,Stader - Permissionless,Stader - Permissioned,StakeWise,Octant
0xf5491a2dc2bf010515ce7a1031ca1f5c21d09195,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x7e6f9355ca9a963922b09662de12d45e707ce5b9 - Stader,6.63299317133353e-06,0,0,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0
0xedb3e381b09493233fbde60c7d66813fbed7bde9,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x7a19b841af2b1da396d69f027e3272301611ebdf,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x2973c9cdb94e366580acb1add21805007e322f12,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x195e5bbcf011398fd599a11440a713181d4cf661,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x588984c17f227c897d88a765390320d8a7c43ba1,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xc6893eeb690596e44f6c8668990a5cd7b8b1cedb - Stader,6.63299317133353e-06,0,0,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0
0xeba6a1e6103fe3120b364ae32538d6967cce4c8d,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x02279cbc74a84c813d8aeb84cf38597459cc3677,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x855a05d6606ab3bff711752f3dcc6459f97e6a07,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x360a4b4ff57a8e3360584d47a61f5f8a0918ddd4,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x24369d84f19e2ebd17ca0e1bb2048db660ac0747,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x8b7285826daddbe571c7add80b27961fddaa93a2,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x561c495c0b0371bf48c205438a38ff0f505736ba,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x739fee5bb1bc8ac23cb2d5c3e5756d9af15943c6 - Stader,6.63299317133353e-06,0,0,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0
0xbd14bb00cfcb670a5187da2062c94d1e5d2f0169,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x5fb4092d5ce658e0c2756e42f2aff39cfa46f248,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x94fd1407c04fa0faef55061e00046c1468674e07,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x8dda0a7754c09c2cb4b0fa70263b0ad364b18251,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xd0622e059e51e0ef14aa20a40a57e3b79e457cdf,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x7434afd8e406e68debd8656b8e56b434f0e69b7d,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x6261309d7c9683de5d9664b025d94fd702444ae9,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xd3a5ecb0fe30ca7a93454bbf63288189b28d2b44,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x755627d1f45800a654d6af88edf22694e47f508c,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x84cf8a46e6f77dbc6a33855320d68f7a1698c528,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x53a23b3445eaef4dfe70e75f16d11d22dc9145ea,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xeb016c734f655379a70191b7aed136c9ec2732b3 - Stader,6.63299317133353e-06,0,0,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0
0x91b656ed68b0dd837a046751cc63b87fd961b69e,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xbad69f0045ee1b209fc9a4ce5405639c3c5dd39d,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x4233a66cb9950eeef0fffef7488c6da562aee855,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x85b92ac0e9fd911f3dc5825bc0ba4fe4fba1d4da,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x18845fd4aa047d6d43c934cc37aca94f85def683,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xa9494a01a4b97fad94f46fc4050e1e8020f67184,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x0135d9c6569f1f26376f7da2d56586c9c7282474,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xe9ea928f5b3baef04bfca279150b5ea08355e286,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x54b873534a8e7c9fa6f9906e1e703b522d72bd6f,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x6667a506aee60f04f5c782e9f33b453dd5511eae,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xa2b36693b14eca557aebc363172e730dc9bd3929,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xddcce65862fb2bd21271c71cf0b1b54f64128c33,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xf131c4db1d11a19765d4336b6cd68772aabe79fd,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xa0ac59fa1dfbada43f48454d889be04efcaddb4b,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x987e783217834d9a49af5bda7de85f27ddc553ac,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x9847547b82103a842322542fe3c8b275ba0210bc,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xba8f6508a699d67f446191a220026bca956e54d1,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xe00663cbc597f8cc8ab81002df35361b75f4be49,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x8ba22019e5492f209ba508a852775816712fa141,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x2c0181431de9cce791d0ad9471de76cd36560940,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xabe59c7064e26fe156c988f2f7670b4963379c40,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x8fe27b5a798f07a6e21d3ee6eb33031bf89d05cb,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x52ecdf3a2ea35a504914f723a181224a94cca3f2,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xd0908e80923c9589c225f443fe7243c000b01175,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x5bd353c49fe776b9bd0661c1d86ade344d88d416,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x2396f1c218b92783a20085f0cba50a121266fe9d,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xb5bb3fc1336c8530f2ab6e475cff792851b5783f,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xb5fa21b67b7d0f1c4f05577749da764a57be54bb,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x10d5d36376139e4d4d07c56d6927e13d05ed8089,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x0f28f81da622fddf01e728f524c24011e5dcffe7,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x8f68120fcae00b915a234955b8741f14c769ec9c,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xf8d6d0ec26bbc1d552b81f90e366251ce4332508,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xc4c94ce609bfe032469a34f1b6f3ab3bec1e0b82,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xf67eef409e51d5ce9c0311ce53a84a8c1ea83877,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x04c9b42bd1defa88fec165a7c410d111fb3ba818,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xa220e8f055077604c6707d401379625a5516135c,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xf5fec973dcb58a465e18e90b712c09d07ed8def2,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x3238b0356a4a8992699b77b8854472cd117c18ed,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x050a2aa816f005123f5d2814da316369a82d8c22,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x20a3aba3c6851dd3b4f3c8cd73911cfb0a5e38a4,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xeeab6cac5b1d36e3fd8549e3a2ed7978b98c2a39,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x5e624faedc7aa381b574c3c2ff1731677dd2ee1d,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x345f936c92abb389ae10870d17ecddc93adce3d9,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xb8b8ddd96e0951f98dfeff6aed374cf2efe183ad,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0xf01c85e7123514b0e262711bc5e75e1a44ade5f0,6.63299317133353e-06,0,0,0,0,0,0,0,0,6.63299317133353e-06,0,0,0,0,0
0x5363e0792a44b330240a06469f36cdfcb253c8c1,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x31c906774fa676fe97f615c3d5afea8aec72bf78,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x521dd9c3fd95186b8baa206e8e6a951a2b00f46e,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xd6a2e8daefca84b06d8f788944f9b41de7bb05c2,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x850cec90edca90981a3982bb6f06c16a59ab5f31,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x689074e013b40a2414e1960c66d28d9f5562eae3,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x9af21f9648667bb0f5a64342c0aff90cb080ecfb,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x6f81aeecc738c21faf1490955e60dbaa5cc09a93,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
Bware Labs,5.527494309444608e-06,0,0,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0
0xa7ab5e5de44e44a281a7aa0161b84f10ed91e833,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x53cad1487424a6e386f7791863b61802100fa091,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xd75b16eb967546591199ac6f4ba0d51c123e6cf6,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x08ce6f711d7e8a959e164194d53cf2a77cd51afa - Stader,5.527494309444608e-06,0,0,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0
0x3383423fae3ed7680c122907cf65ba14a4d77748,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x7579ddc282aab7fcb5c5f25b8ad51086b98e5f8d,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x06aa9774ce8e263e4371bbac5cf0097587ab740d,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
Luganodes,5.527494309444608e-06,0,0,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0
0x5a18cd87482cd5c2eb9d77544f7cb01a2b881c92,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x5a833f16545e2fdb0e17f9ba67b8e205aca71a41,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xb0cdf9157117f1f262b3969756c83a90c78683ac,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xb01c3f3a79fd927c7f584c6cb5cb3e354fdd8c34,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xa390241dcbcac7cead6b347043f0369e442b0c4d,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x94e14f8d7a5e8e90a46ba050f70e57a9d4bbdcff - Stader,5.527494309444608e-06,0,0,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0
0xefeac50a2b1070b83f37864c91e35b8ea931b973,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x0057805eae8506e179ce8159b8c7e5509dead95b,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x36f0776d1f85d882524ff9a864a6d6160c5ab043,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x55b459eb08caf1359cb14ef735ef7cd19c21da4c,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x42562acf058acd039261566488169c96a4836155,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x05d09594728e4543ee8defc2e2d45c96f05cffa9,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x7c0f7e83e9c4c3d6602300b6c1272ddcf584c258,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x83306ed8f6b89e1618ef551e01922bc219b1198a,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xf2655b86f893d166a21a0400d58bc48f8e4acd62,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x57ce8a3b9a161f665f0ba4bb62a34ad4a1f297c9,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x22157c72ab16a98897b923f9a5819449a7e2e877,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x381505c3bc0829a5683c5afa2a47d15131a097f4,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x3ffb42f7e0f9deca0e5f71dfc21e8dff8771809b,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x5aaa529ae9d792be25b62181c442acba596cb301,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x70d6bf544bcab53da012a868e16a64849d81653d,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x3badd6d42c75de56693e8b91890755eca52c4efb,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x6586fcd32be6002f717630c545d54fbe0711db0a,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xf19710bfee51c26d608d321a391bbf248c438b08,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xfd42f4cd3f64cfed937fd102993d45309fb9dd6c,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x5cfcd23d43c243b99bcdc1a4e53127ea701a80d3,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xd4bbdf9f22700d29f85463680f2927740de5e56f,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xe136a39672ffa535618e969172c7d424521db251,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x463dc40bd3d3bfdc584258b904dc562f9020d186,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x561979fde086297f37a7d6403943f6aabd2250c7,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x7510a9af6eff83ca58d004d7493158d01f1948cb,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x2a7d2bf7dc92b0be39ba2e4461afa01adcbfa483,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xf3a4264845873cb41c6d7234f5f8e106c5155f49,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x7fbd12bd661b9c9c83f97cf944796a22c9fa59b4,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xd3a2fecb575eeab8fb48e22374bf59b66a09fab1,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x3dcce92e9b11d09be4d7072c61459e4cafbfd699,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xda9e30c9ad2b720fb6037bab20326e28cc04751d,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x95a71da18bc0478858851d84ad0f6db427f1fca9,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x541934c0d19e69dfa8881759935d260a6d7db066,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x12fd74f3db867c83380b1b0d90c113068e7fba8c,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x40990ce7a56dbd9229aa94f08de71e2cd8fe06c7,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x5c63f786bfc312ce718980e346f1bfe8207cdf44,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x70afde589061dc3b16086cd1abba1a418418beb1,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x1fe46996e8104b04a38a91cde76ae85fa1ef2cdd,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xa1d302a3e8c2f6e1ec4321269ca9bdfa2c8981d9,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x512e6e9f8a31aac348e532eb4bee05f602801a97,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x3039bab88dbfb2af859f8517b4135589eb08a448,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xa81a518f5e227e4c9f3ffe5e2c6a039fd280b8a2,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x05cea34b179295a905c1f4d1cb8d30d804cbac39,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x617a2223f729f9884e22d5b5b0873706cd2b611f,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x3baeef74d608c1cb14006118a57c3d951d4d6443,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xab4cbf15116a63171e85d3f55bc9c7752cc808c6,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x3c005295a11aa1e637adab63237b218b2d0ddf5d,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x0aee81ad6fae735eac762148171644048c9bef7a,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xcdec8f850dd20b5e9086fa3a713b16ca011cefe9,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x41fe9ad6b3216d8cd2ec0401b2173848f0c863c2,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xcb19c7148584322867912457e99722453846b42c,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x30934b7715e0d68dad6ff901513486fa07671c87,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x2085b506449cc6a0188266c07c23ab1ea8fb613e,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xce0ed2d1f5f9a3a9565ff74da87d7098d99c162f,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x855bae3dadf37d9575fd6a10a4338d662401bfc4,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xa574f98f1f813d115ba0430db38a0f6671ad5a8b,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x5c60601a2dd62f79837a7066c4ed3f8b75283687,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xcfd708097b8f5a6fffa7fd8a6d1a2654cc23da0d,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x5d42f7fe3611f1cfb5d879f6fd2b8896af58cb6e,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x8b3f32b02e48b9dfb57b6e8f0248078d1b39c75f,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xfc625b74b917296564d4f32ccea7c30275b873f9,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x45a4d200f1177d4e93586611117b82c8f5ccdaa7,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xaf0fe654da02801436b722643afa2c83b8029faa,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xaec3cbea266d12911630ce5dfb58975f8b9d43fc,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x931b53dde1446648f4afec078aa705f832431284,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x215ee436724dec41bd4ee9cacb8900d886e02d08,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x350459fa85f31d5330d22f6d13ae9ea0524f4875,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xdd2f0d4028d0b03230e842c7896b27303ca6d37c,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x3a5e27748e3360a0e035dac484043fceac069baf,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xe0f5cd816090bf41332d117635684e0c5f76505e,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xad0c8fd1590928b61907cd786ba9ba280458f370,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x52f849b0a856101f27feb0afeeaec16a0904046b,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x331e1a893ed611427f9c54172b208b7d23e4c263,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xa7e025e1ca52c277c41b25429dc7c0c8df0621d3,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0xc9ee184edff8ed4ec83288e2dcf3b21d5b3329ae,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x59a79c4ffbaf51d4250f5d2a7c1107bd8d27a4bd,5.527494309444608e-06,0,0,0,0,0,0,0,0,5.527494309444608e-06,0,0,0,0,0
0x73c4f3c5a5b2c9d348deac9e88a03d8e7ec1c1ea,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xf30778f26b074f581c423f05a33629d37eb5538a,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x29bb7271ca5fb6ef9cc6f025c279a7559f755172,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xa9d322fda59b8a7171fb25fe91cd74cbf72deee8,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x53cf707ef11cd213d8f1710996c22049a45b8215 - Stader,4.421995447555687e-06,0,0,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0
0x7d9c5be80dbd885e055ccb6168068a4c38d8072f,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xc0894d97a13f4e28f6747261504c31f55f2c1f7f,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xbcd593d534082b924a746d3264dabe4ca8219401,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
